gene,TCGA.D7.5577.01A,TCGA.D7.6818.01A,TCGA.BR.4280.01A,TCGA.D7.8572.01A,GTEX.1399T.1326.SM.5PNVH,GTEX.13OVL.0011.R3b.SM.5L3I8,GTEX.Q2AI.0006.SM.2I3FG,GTEX.ZTSS.1226.SM.51MSZ
ENSP00000365807,44,119,165,138,0,332,0,100
ENSP00000477878,180,161,176,322,810,867,630,876
ENSP00000462208,208,172,246,189,0,0,0,0
ENSP00000312277,168,144,214,196,0,0,0,0
ENSP00000221249,341,432,324,365,0,0,0,0
ENSP00000371497,34,61,46,185,0,0,0,0
ENSP00000490504,34,8,2,21,259,529,0,232
ENSP00000493802,266,235,507,118,1076,1037,1143,1088
ENSP00000452367,2,1,0,9,0,0,0,0
ENSP00000414750,0,1,1,11,0,0,0,0
ENSP00000278100,350,294,383,321,0,0,0,0
ENSP00000353881,278,364,354,318,0,0,0,0
ENSP00000296137,260,284,269,373,0,0,0,0
ENSP00000368771,303,436,412,362,100,0,0,100
ENSP00000443657,321,288,429,383,621,711,0,381
ENSP00000475565,493,412,452,473,100,671,0,100
ENSP00000475596,159,107,185,188,0,0,0,0
ENSP00000290429,350,330,336,313,100,200,0,100
ENSP00000426753,74,95,90,29,1018,795,758,1033
ENSP00000414757,2,14,21,32,872,259,0,520
ENSP00000239231,241,259,296,348,0,0,0,0
ENSP00000340776,5,62,5,15,0,0,0,0
ENSP00000452877,311,429,324,376,232,0,0,0
ENSP00000332504,46,153,33,85,0,0,0,0
ENSP00000313936,0,7,0,10,951,1051,1555,910
ENSP00000363390,0,3,1,14,232,564,0,0
ENSP00000281382,173,141,227,153,0,0,0,0
ENSP00000308122,0,4,1,24,0,0,0,0
ENSP00000379212,315,437,124,406,0,425,200,317
ENSP00000417085,116,33,45,48,0,0,0,0
ENSP00000355500,130,161,110,202,1049,1005,1203,1105
ENSP00000242248,196,269,217,309,913,671,1016,885
ENSP00000332805,0,0,0,0,281,532,0,200
ENSP00000266719,4,9,4,65,200,0,0,159
ENSP00000436618,112,66,88,128,0,0,0,0
ENSP00000489954,47,26,6,76,1561,664,370,1555
ENSP00000229179,232,152,266,284,0,0,0,0
ENSP00000383225,0,1,3,0,0,0,0,0
ENSP00000400421,148,217,252,253,903,895,100,729
ENSP00000506849,11,62,19,46,845,941,814,852
ENSP00000421759,0,1,0,50,0,0,0,0
ENSP00000259750,21,91,18,34,1123,1002,1035,1059
ENSP00000456266,428,427,350,324,954,830,632,927
ENSP00000426285,475,481,437,474,0,0,0,0
ENSP00000357727,595,675,525,814,0,0,0,0
ENSP00000425301,408,410,469,442,499,474,235,455
ENSP00000301364,291,242,373,414,370,159,552,159
ENSP00000282670,5,25,17,21,604,439,200,702
ENSP00000327617,329,378,387,329,159,0,159,259
ENSP00000219473,447,373,473,469,0,0,0,0
ENSP00000518234,431,477,399,306,0,0,0,0
ENSP00000371512,0,1,1,3,1102,1044,867,1179
ENSP00000463835,73,162,256,387,600,475,259,281
ENSP00000476386,292,304,367,348,0,0,0,0
ENSP00000445907,474,570,329,522,1235,1119,758,1224
ENSP00000485428,0,0,0,0,0,0,0,0
ENSP00000414136,11,3,31,68,0,0,0,0
ENSP00000410331,403,349,500,375,0,0,100,200
ENSP00000337732,7,36,68,43,495,641,359,332
ENSP00000436827,313,252,307,281,0,0,0,0
ENSP00000399968,276,263,294,326,0,0,0,0
ENSP00000267377,164,352,264,251,0,0,0,0
ENSP00000355618,340,326,418,338,0,0,0,0
ENSP00000450873,171,207,246,211,1017,872,734,1032
ENSP00000479447,280,368,346,451,0,256,0,0
ENSP00000498525,152,220,259,117,0,0,0,0
ENSP00000266581,260,238,105,271,0,391,100,159
ENSP00000285311,100,60,19,134,346,317,100,317
ENSP00000261593,333,288,375,318,0,159,0,0
ENSP00000514924,687,625,571,524,317,0,381,159
ENSP00000478892,74,361,75,206,1005,709,1104,1205
ENSP00000287008,603,500,429,437,1031,949,971,1029
ENSP00000309343,8,89,14,183,0,0,0,0
ENSP00000335290,591,571,413,673,0,0,0,0
ENSP00000258123,160,111,203,181,0,0,0,0
ENSP00000231656,5,561,722,605,0,159,0,0
ENSP00000491067,289,277,353,307,0,0,0,0
ENSP00000283225,0,0,0,0,1132,999,438,1332
ENSP00000294829,0,0,0,0,0,0,0,0
ENSP00000458470,351,284,401,360,496,304,174,504
ENSP00000293845,10,1,3,6,0,0,0,0
ENSP00000466555,529,278,331,380,0,0,0,0
ENSP00000263921,341,295,324,338,1193,966,346,1098
ENSP00000361073,375,293,292,368,100,0,100,0
ENSP00000228865,329,401,401,396,0,0,0,0
ENSP00000346144,253,290,307,319,437,452,390,506
ENSP00000363512,264,422,259,462,1117,1296,259,1088
ENSP00000415326,339,348,382,389,0,0,0,0
ENSP00000394713,160,126,176,233,0,259,0,0
ENSP00000348445,4,4,0,14,0,0,0,0
ENSP00000316674,0,2,0,1,0,0,0,0
ENSP00000370984,403,325,389,310,400,604,0,159
ENSP00000413316,521,522,371,471,1303,1400,1080,1386
ENSP00000483845,4,8,2,12,1076,933,867,1135
ENSP00000424828,10,73,6,64,0,0,0,0
ENSP00000359469,247,232,333,358,0,100,0,0
ENSP00000432202,483,503,486,498,0,0,0,0
ENSP00000496114,3,13,3,41,200,109,0,100
ENSP00000299004,255,393,123,341,617,0,0,159
ENSP00000265729,516,285,441,392,381,368,100,361
ENSP00000332208,0,484,32,40,990,958,983,1053
ENSP00000297477,217,245,242,232,0,0,100,0
ENSP00000358547,236,356,268,302,0,0,0,0
ENSP00000502432,34,458,115,55,0,0,100,0
ENSP00000477314,24,126,14,72,1559,1218,437,1411
ENSP00000378665,0,10,11,6,0,0,0,0
ENSP00000305975,0,0,0,9,0,0,0,100
ENSP00000442539,412,387,402,326,0,0,0,0
ENSP00000357106,5,289,2,57,409,459,281,446
ENSP00000367391,0,0,0,1,0,200,0,0
ENSP00000365401,333,348,295,312,0,0,0,0
ENSP00000362763,208,210,271,286,0,0,0,0
ENSP00000473397,501,414,460,433,1196,992,1196,1214
ENSP00000449500,281,274,277,243,200,0,0,0
ENSP00000426709,348,258,385,337,0,0,0,0
ENSP00000518528,0,60,3,163,0,0,0,0
ENSP00000510335,283,302,280,314,0,0,0,0
ENSP00000279035,692,839,670,684,0,0,0,0
ENSP00000437489,118,168,191,221,0,0,0,0
ENSP00000462630,95,103,59,55,0,0,0,0
ENSP00000434034,137,220,111,230,0,0,0,0
ENSP00000373404,417,398,385,316,259,0,0,0
ENSP00000343223,0,1,0,4,1236,1378,779,1321
ENSP00000502237,94,82,108,174,0,233,0,0
ENSP00000363999,401,280,424,329,0,0,0,0
ENSP00000249923,446,432,527,491,0,0,0,0
ENSP00000318429,1,59,7,14,977,752,1047,836
ENSP00000421868,0,0,2,7,1695,1291,1701,1526
ENSP00000233336,136,191,129,199,1066,783,234,845
ENSP00000314556,237,201,246,330,0,0,0,0
ENSP00000216180,6,10,75,193,709,573,432,666
ENSP00000501677,7,17,30,61,0,0,0,0
ENSP00000262304,166,304,172,275,0,0,0,0
ENSP00000485986,306,283,336,310,0,0,0,0
ENSP00000325055,369,415,309,368,731,743,503,761
ENSP00000349785,3,19,5,35,892,844,609,947
ENSP00000330374,271,305,215,265,676,560,419,716
ENSP00000425556,393,475,321,526,0,0,0,0
ENSP00000384215,123,140,182,194,652,656,360,647
ENSP00000453191,1104,968,955,858,232,1181,259,638
ENSP00000279249,361,298,425,423,317,0,0,100
ENSP00000375858,206,143,278,236,100,0,159,0
ENSP00000297261,298,31,71,252,1096,941,911,1141
ENSP00000385432,278,220,293,276,0,0,0,0
ENSP00000480991,2,0,0,69,0,0,0,0
ENSP00000338352,320,234,240,402,0,0,159,100
ENSP00000299709,8,110,1,5,0,0,0,0
ENSP00000464185,247,263,189,259,1021,1035,977,1105
ENSP00000332433,149,145,72,171,0,0,0,0
ENSP00000364119,581,491,597,482,400,981,159,370
ENSP00000462196,10,0,2,3,756,0,0,0
ENSP00000332861,6,40,46,116,0,0,0,0
ENSP00000493059,0,0,0,8,0,159,0,0
ENSP00000313582,198,248,253,246,0,0,0,0
ENSP00000479784,302,280,210,297,0,100,0,0
ENSP00000507186,141,131,172,180,1311,1121,1427,1288
ENSP00000422147,150,85,142,95,0,0,0,0
ENSP00000441949,25,25,50,24,470,100,0,486
ENSP00000367752,1,1,1,13,0,0,0,0
ENSP00000216455,518,412,516,403,713,642,200,796
ENSP00000479196,332,199,261,205,0,0,0,0
ENSP00000495423,3,18,5,30,0,0,0,0
ENSP00000404517,0,0,0,8,871,767,982,822
ENSP00000508569,0,0,0,0,0,0,0,0
ENSP00000225387,14,0,2,10,0,0,0,0
ENSP00000336866,302,294,361,364,850,1061,159,775
ENSP00000338034,107,121,161,145,0,77,0,0
ENSP00000420875,258,254,229,268,0,0,0,0
ENSP00000379228,8,9,2,42,504,232,0,409
ENSP00000362456,405,356,389,326,201,159,159,447
ENSP00000385035,489,562,336,598,0,0,0,0
ENSP00000285419,113,193,172,192,0,0,0,100
ENSP00000300778,0,0,0,4,100,0,0,0
ENSP00000361305,606,551,508,539,0,0,0,0
ENSP00000466613,204,178,195,246,609,600,100,573
ENSP00000263372,209,229,254,237,100,0,0,0
ENSP00000266041,11,1,2,7,1098,999,1126,957
ENSP00000468214,5,346,14,26,0,0,0,0
ENSP00000506779,40,55,35,126,0,0,0,0
ENSP00000222726,87,288,35,233,0,0,300,0
ENSP00000490517,0,0,0,4,1162,939,996,1123
ENSP00000262940,3,25,14,13,0,0,0,0
ENSP00000432542,785,700,817,748,1079,938,819,925
ENSP00000429726,37,67,10,43,100,100,159,159
ENSP00000371544,275,235,228,277,0,0,0,0
ENSP00000348984,455,424,492,508,0,0,0,0
ENSP00000426194,0,5,0,5,1101,1051,748,1196
ENSP00000298912,188,170,207,178,0,100,0,259
ENSP00000382767,494,440,493,471,1279,1107,1215,1172
ENSP00000228641,0,0,0,1,600,159,0,300
ENSP00000368318,331,285,257,196,848,334,1468,787
ENSP00000449239,33,34,78,74,0,0,0,0
ENSP00000410711,236,242,599,334,100,0,0,0
ENSP00000295702,523,577,535,525,1167,981,1127,1136
ENSP00000482573,367,265,380,278,606,311,1223,342
ENSP00000367873,202,415,213,247,100,0,0,0
ENSP00000324573,520,455,465,528,573,281,862,607
ENSP00000449643,195,209,299,248,0,0,0,0
ENSP00000311344,278,275,323,365,0,0,0,0
ENSP00000317903,224,296,311,310,0,0,0,0
ENSP00000366645,0,0,0,0,1162,1199,564,1262
ENSP00000379363,95,78,98,140,0,0,0,0
ENSP00000507086,356,324,289,347,0,0,0,0
ENSP00000278903,571,561,550,525,849,717,0,993
ENSP00000243189,205,166,295,245,373,0,0,257
ENSP00000388199,134,168,111,175,163,0,0,0
ENSP00000310431,0,0,0,5,617,615,525,400
ENSP00000379779,415,381,456,440,1078,928,1039,1169
ENSP00000393861,305,414,386,205,317,432,592,409
ENSP00000480703,54,133,34,143,0,0,0,0
ENSP00000462087,183,296,322,287,0,0,0,200
ENSP00000235307,163,229,253,248,0,0,0,0
ENSP00000470609,0,0,19,7,0,232,100,100
ENSP00000355899,180,141,250,215,159,100,0,100
ENSP00000476253,18,23,30,33,464,100,317,200
ENSP00000465712,0,4,2,186,0,0,0,0
ENSP00000358122,310,327,170,312,0,0,0,0
ENSP00000354206,321,293,317,363,1153,1315,1141,1153
ENSP00000375656,7,2,5,0,0,479,159,0
ENSP00000472165,190,118,136,165,0,0,0,0
ENSP00000325379,129,130,126,173,586,0,100,259
ENSP00000457967,141,120,154,178,0,0,0,0
ENSP00000366714,48,68,31,107,0,0,0,0
ENSP00000466260,18,5,278,525,1076,803,651,1148
ENSP00000514443,269,299,212,300,1022,232,0,0
ENSP00000419880,186,335,441,397,0,0,100,159
ENSP00000216123,153,52,79,51,381,100,346,259
ENSP00000393363,187,253,163,237,0,332,0,0
ENSP00000462465,159,209,148,247,0,0,0,0
ENSP00000377415,271,369,280,297,0,0,0,0
ENSP00000442881,351,371,365,382,0,0,124,0
ENSP00000033079,208,196,209,276,0,0,0,0
ENSP00000385187,3,14,10,24,0,0,0,0
ENSP00000225298,361,333,361,323,0,0,0,0
ENSP00000356310,66,0,12,97,0,0,0,0
ENSP00000428698,42,116,28,154,860,788,672,874
ENSP00000378107,480,495,491,508,0,0,0,0
ENSP00000387410,0,259,694,4,879,755,713,726
ENSP00000268171,605,753,477,581,0,0,159,159
ENSP00000315106,9,37,18,38,929,627,417,871
ENSP00000300747,130,192,168,229,869,820,928,868
ENSP00000325681,112,63,114,126,803,634,486,723
ENSP00000436891,0,0,0,0,0,0,0,0
ENSP00000263116,35,260,38,270,855,609,722,446
ENSP00000274901,3,5,0,14,232,0,0,100
ENSP00000451578,6,0,4,0,1087,998,159,1241
ENSP00000325808,79,174,33,173,0,0,0,0
ENSP00000506501,307,256,270,337,937,772,1003,1124
ENSP00000490600,142,208,182,149,0,0,0,0
ENSP00000365851,337,343,385,374,623,1114,780,530
ENSP00000399670,24,86,22,100,997,890,593,880
ENSP00000447718,150,170,186,208,0,0,0,0
ENSP00000361015,38,46,20,51,0,0,0,0
ENSP00000313158,66,137,41,103,0,100,0,0
ENSP00000344411,44,46,53,75,0,100,0,0
ENSP00000490966,15,46,17,47,200,159,0,332
ENSP00000321338,0,0,0,13,0,100,0,0
ENSP00000437790,1,42,2,9,441,321,200,590
ENSP00000381917,65,72,86,104,1428,1283,1193,1501
ENSP00000463643,476,564,310,410,0,0,0,0
ENSP00000401444,4,37,2,47,76,0,0,0
ENSP00000451870,0,0,0,0,0,0,0,0
ENSP00000427670,285,464,363,318,234,823,147,302
ENSP00000428085,680,590,701,639,1049,475,0,629
ENSP00000490608,0,0,0,1,0,0,0,0
ENSP00000322339,10,10,2,46,0,0,0,0
ENSP00000451683,14,44,62,52,0,0,0,0
ENSP00000486828,21,76,8,69,200,0,100,0
ENSP00000509301,45,215,21,137,1027,907,997,1037
ENSP00000493148,0,0,0,2,0,0,0,0
ENSP00000367428,0,0,0,13,0,0,0,0
ENSP00000335578,0,0,0,16,0,0,0,0
ENSP00000432843,500,338,211,368,300,0,0,0
ENSP00000305926,7,31,17,26,0,355,321,266
ENSP00000484855,208,233,277,278,1053,1451,807,1103
ENSP00000415969,203,222,172,210,475,847,281,607
ENSP00000309439,218,415,429,476,1029,988,464,986
ENSP00000361616,416,485,412,407,0,0,0,0
ENSP00000202773,726,614,745,723,0,0,0,0
ENSP00000456662,516,513,466,531,0,0,0,0
ENSP00000374537,1,1,0,60,491,332,100,100
ENSP00000485752,116,96,39,193,840,596,884,867
ENSP00000443824,21,14,33,43,1297,792,559,1204
ENSP00000295911,0,2,0,7,1184,1034,1046,1218
ENSP00000399627,0,0,0,0,0,0,0,0
ENSP00000354884,99,41,3,82,0,0,0,0
ENSP00000298386,0,158,0,9,0,0,0,0
ENSP00000267838,343,369,286,272,100,0,0,0
ENSP00000363003,301,388,266,338,655,317,100,659
ENSP00000359489,1,8,6,12,333,272,649,665
ENSP00000318197,2,3,4,108,0,0,0,0
ENSP00000360530,299,490,432,413,0,0,0,0
ENSP00000483613,487,458,396,423,1259,811,536,1189
ENSP00000283148,265,212,250,253,0,0,0,0
ENSP00000326718,0,0,0,0,281,100,0,0
ENSP00000496726,134,179,209,165,964,1056,745,1001
ENSP00000482287,0,2,0,4,746,692,699,752
ENSP00000279804,129,278,42,261,100,0,0,0
ENSP00000247815,68,55,92,192,1152,881,1239,1050
ENSP00000434657,581,642,441,669,0,0,0,0
ENSP00000509591,316,293,325,364,0,0,0,0
ENSP00000485551,429,472,425,516,0,0,0,0
ENSP00000380668,426,235,13,16,425,234,0,326
ENSP00000497727,249,569,229,213,0,0,0,0
ENSP00000331152,208,286,343,264,1036,923,611,1068
ENSP00000516332,289,303,376,374,491,743,0,621
ENSP00000433967,1,0,1,0,1094,710,481,1061
ENSP00000496438,166,213,120,261,0,0,0,0
ENSP00000357103,108,321,56,253,232,200,346,232
ENSP00000468716,63,128,57,240,561,695,417,445
ENSP00000476796,67,113,58,129,300,346,232,317
ENSP00000386257,136,122,154,143,0,0,0,0
ENSP00000482639,538,448,463,369,0,200,0,464
ENSP00000477907,68,200,10,171,0,0,100,0
ENSP00000363375,485,452,531,513,0,0,0,0
ENSP00000473789,94,220,101,161,0,0,0,0
ENSP00000510519,424,360,458,441,0,100,0,0
ENSP00000389385,6,5,0,12,0,0,0,0
ENSP00000452628,87,69,86,106,0,0,0,0
ENSP00000333854,464,419,352,329,578,578,0,446
ENSP00000332595,245,151,287,231,0,0,0,0
ENSP00000362608,368,363,397,461,0,0,0,0
ENSP00000451335,185,344,289,295,0,0,0,0
ENSP00000470668,109,38,123,147,0,0,0,0
ENSP00000327824,36,183,153,259,1250,974,1180,1242
ENSP00000382190,1,25,3,24,525,0,0,159
ENSP00000351345,153,49,19,151,851,996,509,855
ENSP00000237163,126,150,237,186,0,0,0,0
ENSP00000355486,79,107,83,121,100,200,802,159
ENSP00000334735,267,245,358,308,1142,956,1212,1082
ENSP00000468578,417,515,207,637,0,0,0,0
ENSP00000499883,567,563,579,494,417,241,146,340
ENSP00000395617,386,440,464,541,0,0,0,0
ENSP00000445868,201,167,244,261,0,0,0,0
ENSP00000244534,56,92,19,70,0,0,0,0
ENSP00000288710,1,32,4,17,1197,1114,802,1195
ENSP00000502383,437,530,283,337,1032,843,588,973
ENSP00000309036,331,303,283,283,0,0,0,0
ENSP00000270460,541,463,353,366,0,0,0,0
ENSP00000322837,13,4,1,20,329,300,416,441
ENSP00000376045,247,190,216,329,0,0,0,0
ENSP00000434613,377,380,424,348,359,0,575,370
ENSP00000431813,0,0,0,4,1121,945,1006,1159
ENSP00000362643,13,108,196,97,0,0,0,0
ENSP00000400168,1,4,1,8,0,0,0,0
ENSP00000493975,398,462,418,468,0,0,0,0
ENSP00000288986,354,239,295,296,0,0,0,0
ENSP00000337641,284,254,317,314,0,437,210,159
ENSP00000490724,276,334,276,343,0,0,0,0
ENSP00000362329,624,413,566,486,0,0,0,0
ENSP00000478155,135,138,161,237,232,200,100,0
ENSP00000327604,0,0,0,1,0,100,0,0
ENSP00000177742,664,610,612,584,543,417,513,281
ENSP00000301061,13,14,20,178,0,0,0,0
ENSP00000303070,0,0,0,5,481,409,200,409
ENSP00000342805,48,116,142,143,751,895,654,664
ENSP00000365147,734,652,664,516,100,0,0,0
ENSP00000315559,354,345,124,238,0,0,0,0
ENSP00000386658,66,81,109,123,500,0,100,1136
ENSP00000420436,666,756,1031,930,0,0,0,0
ENSP00000235332,387,286,279,271,803,843,724,816
ENSP00000348205,546,508,524,455,1086,1102,1137,1180
ENSP00000340748,0,5,0,5,0,0,100,100
ENSP00000352093,3,43,6,25,853,455,549,750
ENSP00000355192,0,0,0,7,0,0,0,0
ENSP00000382951,0,0,0,0,100,100,159,100
ENSP00000433035,9,4,1,1,0,0,0,0
ENSP00000368872,114,14,23,48,0,0,0,0
ENSP00000512867,0,0,0,0,0,0,0,100
ENSP00000341942,2,0,0,4,962,657,532,832
ENSP00000442400,540,508,547,464,0,0,0,0
ENSP00000371233,602,266,505,188,0,0,0,0
ENSP00000297537,0,0,0,15,0,0,0,0
ENSP00000420748,161,259,206,210,611,346,232,346
ENSP00000256404,2,7,0,11,0,0,0,0
ENSP00000326349,0,0,0,0,159,0,0,0
ENSP00000493405,0,0,0,7,0,0,0,0
ENSP00000417200,156,141,148,149,0,159,0,100
ENSP00000356211,374,346,405,337,100,0,0,100
ENSP00000257215,279,308,338,278,0,0,0,0
ENSP00000364239,459,395,451,435,100,0,0,279
ENSP00000513434,135,149,154,172,0,0,0,0
ENSP00000488500,0,2,0,2,1186,1059,1232,1213
ENSP00000356646,1,57,0,13,0,0,0,0
ENSP00000448099,69,23,63,123,0,0,0,0
ENSP00000479355,405,261,290,323,0,0,0,0
ENSP00000427226,240,346,182,336,994,998,767,1025
ENSP00000471625,0,0,0,4,0,0,0,0
ENSP00000301645,0,2,0,11,1199,1081,1421,1277
ENSP00000514395,15,32,147,226,1070,1047,850,985
ENSP00000291906,66,409,214,268,0,0,0,0
ENSP00000396544,130,111,148,214,0,0,0,0
ENSP00000294338,726,422,738,185,332,346,300,326
ENSP00000480026,9,82,109,13,0,0,0,0
ENSP00000391504,17,31,10,27,0,0,0,100
ENSP00000477515,0,0,0,7,0,0,0,0
ENSP00000226067,5,24,26,75,914,1001,716,918
ENSP00000497829,18,34,14,76,1048,979,981,1085
ENSP00000506393,0,11,0,18,0,159,0,0
ENSP00000477802,0,10,0,11,1116,957,1054,1199
ENSP00000265085,183,256,197,251,1104,1134,1060,1130
ENSP00000303490,112,141,119,113,0,0,0,200
ENSP00000351524,210,224,263,296,0,0,0,0
ENSP00000296255,614,670,662,637,200,1098,513,159
ENSP00000215570,516,448,516,487,0,0,0,0
ENSP00000364956,452,469,363,434,1071,1215,1031,1041
ENSP00000344866,434,412,361,395,300,0,0,159
ENSP00000306983,229,257,273,312,0,0,0,0
ENSP00000312587,95,180,131,153,1020,1016,432,1041
ENSP00000308893,34,214,41,205,0,0,0,0
ENSP00000286298,102,178,134,440,938,1021,578,1010
ENSP00000498161,337,349,310,295,0,0,0,0
ENSP00000355587,127,134,151,122,100,0,0,0
ENSP00000476788,333,465,322,420,1156,1131,969,1203
ENSP00000375809,326,247,251,247,0,0,0,0
ENSP00000494373,180,149,212,195,860,784,630,823
ENSP00000363661,522,523,592,466,0,0,0,0
ENSP00000461987,55,91,44,63,459,748,100,409
ENSP00000375918,408,391,373,382,0,0,0,0
ENSP00000350198,22,257,13,36,0,0,0,0
ENSP00000493860,0,0,0,0,0,0,0,0
ENSP00000489350,31,39,18,33,0,0,0,0
ENSP00000241124,0,1,1,50,1197,1330,1436,1172
ENSP00000440749,456,447,433,516,0,0,0,0
ENSP00000395632,22,27,112,119,0,0,0,0
ENSP00000367590,35,247,23,124,0,0,0,0
ENSP00000378051,378,303,385,329,259,232,259,500
ENSP00000368371,196,386,264,263,0,0,0,0
ENSP00000265333,681,583,685,635,993,1003,989,1054
ENSP00000337815,24,5,31,33,1169,1337,1032,1176
ENSP00000287727,175,298,206,267,0,0,0,0
ENSP00000437021,10,4,40,16,1123,894,400,1051
ENSP00000509610,367,434,283,372,1087,977,860,1169
ENSP00000453940,0,9,42,20,0,100,100,0
ENSP00000360315,25,430,69,35,100,0,0,0
ENSP00000419126,143,137,173,203,0,100,0,0
ENSP00000411442,510,469,471,465,0,0,0,100
ENSP00000361114,6,9,41,47,0,0,0,0
ENSP00000518813,2,18,3,24,0,0,0,0
ENSP00000478792,411,406,401,349,0,200,0,159
ENSP00000274140,324,370,362,360,395,338,0,100
ENSP00000204566,435,426,472,415,0,0,0,0
ENSP00000410108,147,283,89,325,0,0,0,0
ENSP00000461032,32,73,44,148,0,0,0,0
ENSP00000261558,203,190,314,218,159,100,100,159
ENSP00000459218,215,240,236,262,0,0,0,0
ENSP00000358831,18,180,9,83,1091,1060,944,1137
ENSP00000382857,264,213,343,319,200,159,0,200
ENSP00000333813,249,260,213,261,259,232,0,719
ENSP00000238682,72,269,109,284,0,0,0,0
ENSP00000262815,265,298,286,328,1013,949,763,989
ENSP00000418016,268,256,267,241,0,0,0,0
ENSP00000305631,0,0,0,4,909,824,734,943
ENSP00000490634,482,534,468,459,0,0,0,0
ENSP00000468190,51,170,39,132,1000,996,818,1023
ENSP00000295989,28,225,12,147,0,0,0,0
ENSP00000297283,0,0,0,0,0,0,0,0
ENSP00000359156,56,12,49,39,745,1147,232,629
ENSP00000249209,399,365,401,361,763,564,0,300
ENSP00000388300,0,0,0,14,1220,1069,1097,1220
ENSP00000343782,0,13,1,13,1115,1123,1146,1235
ENSP00000476528,292,266,295,322,0,0,0,281
ENSP00000342931,2,0,8,0,0,0,0,0
ENSP00000467012,3,16,1,8,0,0,0,0
ENSP00000483842,40,33,23,5,0,0,0,0
ENSP00000427407,327,309,393,342,1131,641,912,1122
ENSP00000301962,229,258,247,264,0,200,0,0
ENSP00000402355,28,3,31,39,0,0,0,0
ENSP00000451883,92,81,91,78,0,0,232,0
ENSP00000477000,377,384,392,425,1110,883,768,1074
ENSP00000477333,0,0,0,0,100,0,200,0
ENSP00000378040,497,481,339,357,0,0,0,0
ENSP00000384143,234,236,236,297,1025,810,885,997
ENSP00000477037,15,3,12,3,0,0,0,0
ENSP00000251722,179,191,225,210,883,923,611,863
ENSP00000300179,33,161,3,51,101,200,0,0
ENSP00000490021,35,34,21,67,0,0,0,0
ENSP00000491090,200,475,451,372,1022,1067,909,1015
ENSP00000474015,266,256,169,192,0,0,0,0
ENSP00000401748,469,450,565,499,0,0,0,0
ENSP00000446168,404,350,384,430,634,567,346,400
ENSP00000397020,8,17,5,24,0,0,0,0
ENSP00000340761,340,397,405,370,346,452,159,100
ENSP00000409443,71,106,53,112,0,0,0,0
ENSP00000413124,558,418,443,555,317,346,259,359
ENSP00000485991,392,310,300,344,1215,736,529,883
ENSP00000501971,61,182,98,103,1191,1111,432,1222
ENSP00000445088,499,324,254,342,1299,1551,1266,1292
ENSP00000251047,341,442,434,493,0,0,0,0
ENSP00000304803,163,183,217,210,859,425,0,1122
ENSP00000466602,142,189,233,251,0,0,0,0
ENSP00000331879,186,124,240,231,0,0,0,0
ENSP00000493164,0,0,0,0,766,664,609,661
ENSP00000312304,370,280,498,378,0,0,0,0
ENSP00000485955,129,193,264,384,0,0,0,0
ENSP00000307164,0,0,0,3,567,630,105,538
ENSP00000424558,216,260,287,261,0,0,0,0
ENSP00000356214,76,189,99,191,0,0,0,0
ENSP00000423337,297,534,312,383,0,200,0,200
ENSP00000246166,190,193,234,211,459,481,100,332
ENSP00000375785,813,799,707,666,0,0,0,0
ENSP00000282701,11,3,151,148,1166,1210,896,1249
ENSP00000340823,328,223,355,275,304,363,0,152
ENSP00000364691,100,126,103,151,0,0,0,0
ENSP00000364992,0,0,6,7,0,0,100,0
ENSP00000415300,437,429,509,388,641,600,667,604
ENSP00000474988,67,275,30,82,0,0,0,0
ENSP00000376417,60,108,57,109,768,617,332,827
ENSP00000353458,335,266,360,340,200,334,259,300
ENSP00000425701,11,317,191,37,1228,777,627,1298
ENSP00000335620,696,52,6,361,0,0,0,0
ENSP00000369617,249,275,171,247,0,0,0,0
ENSP00000225519,179,121,166,141,0,0,0,0
ENSP00000481404,1,0,0,26,332,0,0,0
ENSP00000355124,1012,659,700,715,0,0,0,0
ENSP00000361867,32,154,177,18,100,793,0,100
ENSP00000334805,0,2,0,3,0,41,0,0
ENSP00000215754,657,584,715,679,0,0,0,0
ENSP00000443297,0,0,0,6,0,0,0,0
ENSP00000470801,409,106,140,18,0,0,0,0
ENSP00000302441,115,163,224,181,0,0,0,0
ENSP00000294543,312,250,353,222,0,0,0,0
ENSP00000454209,89,147,35,144,0,0,0,0
ENSP00000297866,0,5,0,3,0,0,0,0
ENSP00000369218,344,330,373,339,200,100,200,100
ENSP00000384965,4,18,5,17,604,232,0,432
ENSP00000403282,318,191,274,323,0,100,159,100
ENSP00000428343,0,0,0,4,1120,1080,1092,1184
ENSP00000490055,0,0,3,4,0,0,0,0
ENSP00000387006,310,251,358,380,0,0,232,0
ENSP00000231021,0,1,0,80,0,0,0,0
ENSP00000318799,19,64,6,131,0,0,0,0
ENSP00000501612,276,240,497,477,323,0,0,0
ENSP00000389843,6,104,1,99,784,724,0,818
ENSP00000273691,226,263,280,205,0,0,0,0
ENSP00000314030,360,286,395,375,468,250,291,596
ENSP00000301159,116,90,64,71,0,159,0,0
ENSP00000469689,133,90,99,174,159,0,825,0
ENSP00000429951,1,0,0,6,1103,1063,987,1102
ENSP00000311005,242,293,238,279,200,1063,100,100
ENSP00000358535,0,0,1,12,0,0,0,259
ENSP00000374871,0,5,0,5,0,0,0,0
ENSP00000376939,246,282,253,357,0,0,0,0
