gene,TCGA.D7.5577.01A,TCGA.D7.6818.01A,TCGA.BR.4280.01A,TCGA.D7.8572.01A,GTEX.1399T.1326.SM.5PNVH,GTEX.13OVL.0011.R3b.SM.5L3I8,GTEX.Q2AI.0006.SM.2I3FG,GTEX.ZTSS.1226.SM.51MSZ
ENSP00000356992,71.9925878935595,72.285386667406,42.2316991652114,67.0802193243671,169.416730466856,179.047851443015,181.543552658667,155.963999760364
ENSP00000431719,0.78252812927782,3.21818502286397,0.777270536783033,0.931669712838432,0,5.51446703193118,0,0
ENSP00000409239,94.9467463523755,80.7021782656656,102.59971085536,102.949503268647,0,0,0,0
ENSP00000425621,16.172248005075,36.3902460277695,48.9680438173311,31.4438528082971,0,0,0,0
ENSP00000352265,55.8203398884845,47.5301172607601,33.6817232605981,31.2109353800875,145.214340400162,133.725825524331,0,98.3978882608307
ENSP00000248553,207.891639678141,211.16244803869,150.272303778053,175.153906013625,65.5078024471843,81.8553700052284,56.9857553630804,105.258965503508
ENSP00000439668,50.3426429835398,50.9958549776906,17.3590419881544,13.9750456925765,38.2397763053761,42.0478111184752,107.66478681246,51.3744076463861
ENSP00000354080,18.5198323929084,8.66434429232607,8.54997590461336,15.3725502618341,0,0,0,0
ENSP00000406164,0,0,0,0.465834856419216,132.790446832593,173.361057316336,35.8131822242284,102.246785250625
ENSP00000376420,0,0.990210776265836,0.259090178927678,2.56209171030569,0,0,0,0
ENSP00000267103,110.075623518413,87.1385483113936,98.1951778135898,97.3594849916161,0,0,0,0
ENSP00000471480,73.8184868618744,40.1035364387664,59.5907411533658,56.3660176267251,0,0,0,0
ENSP00000343129,141.115905979767,50.5007495895576,27.2044687874061,61.0243661909173,166.512443658853,158.713254262769,255.422318504874,190.102042626367
ENSP00000371496,3.65179793662983,6.18881735166148,3.10908214713213,11.1800365540612,16.1349267111291,123.041545649964,0,63.7578153526811
ENSP00000453759,60.2546659543922,64.1161477632129,70.2134384894006,62.6547881883845,0,0,0,16.7343347382365
ENSP00000430686,19.3023605221862,51.243407671757,26.4271982506231,45.4188985008736,0,0,0,0
ENSP00000332371,31.0402824613535,55.2042507768204,38.0862563023686,97.5924024198257,0,0,0,0
ENSP00000451861,178.155570765584,140.609930229749,136.281434115958,124.84374152035,0,0,0,0
ENSP00000386505,0.260842709759273,0.742658082199377,1.55454107356607,1.16458714104804,236.053977783819,187.664206180408,191.904599088318,262.896398737696
ENSP00000372525,0.260842709759273,18.318899360918,0,27.950091385153,0,0,0,0
ENSP00000437743,11.2162365196488,45.0545903200955,21.2453946720696,34.7046968032316,0,0,0,0
ENSP00000416576,0,0,0,1.63042199746726,0,27.400008064908,0,16.7343347382365
ENSP00000456152,62.6022503422256,62.1357262106812,62.1816429426426,76.1639990245418,0,0,0,0
ENSP00000441469,127.291242362525,100.011288402849,101.045169781794,100.85324641476,0,0,0,0
ENSP00000501770,38.8655637541317,0.990210776265836,0.259090178927678,1.63042199746726,0,0,0,0
ENSP00000239032,0,23.7650586303801,0,0.465834856419216,114.557979649017,132.1748816716,131.540241628612,108.605832451155
ENSP00000261699,30.7794397515943,29.9538759820415,44.5635107755605,45.8847333572928,0,0,0,0
ENSP00000272452,8.60780942205603,16.5860305024528,2.3318116103491,84.0831915836685,6.93801848578553,66.8629127621655,0,59.0722016259749
ENSP00000435468,23.9975292978532,31.4391921464403,27.9817393241892,35.63636651607,0,0,0,0
ENSP00000512514,31.8228105906314,44.0643795438297,18.9135830617205,51.4747516343234,0,0,0,16.7343347382365
ENSP00000264151,25.5625855564088,28.2210071235763,31.8680920081043,36.3351188006988,126.820523949475,67.3798940464091,0,128.854377484421
ENSP00000060969,67.2974191178926,52.2336184480228,77.7270536783033,84.3161090118781,32.2698534222583,34.4654189495699,0,0
ENSP00000257836,75.38354312043,47.2825645666937,72.5452500997497,47.0493204983408,109.556152368567,100.466696237996,104.51142485561,113.458789525244
ENSP00000238609,100.68528596708,95.5553399096532,85.4997590461336,72.2044027449785,16.1349267111291,0,0,0
ENSP00000344503,63.906463891022,87.1385483113936,64.7725447319194,54.036843344629,0,0,0,0
ENSP00000264717,19.3023605221862,1.73286885846521,6.47725447319194,6.28877056165942,0,0,0,16.7343347382365
ENSP00000490812,0,0,0,3.72667885135373,0,0,0,0
ENSP00000367623,79.5570264765784,67.8294381742098,82.6497670779291,67.3131367525767,41.7894601818245,0,22.5240139775021,16.7343347382365
ENSP00000339527,77.9919702180228,89.6140752520582,80.0588652886524,112.499117825241,0,0,0,0
ENSP00000386356,0,0.495105388132918,0.259090178927678,6.52168798986902,0,0,0,0
ENSP00000259873,129.899669460118,128.727400914559,137.835975189524,108.306604117468,102.295435348559,34.4654189495699,0,47.0234806144446
ENSP00000359802,30.7794397515943,31.9342975345732,43.2680598809222,36.3351188006988,25.6545334706953,57.212595456286,71.4011243086817,60.0762617102691
ENSP00000348849,235.019281493105,188.635152878642,213.231217257479,164.905539172402,137.792274113043,125.971106260678,35.8131822242284,94.8836779658011
ENSP00000355536,42.5173616907616,47.2825645666937,63.7361840162087,68.943558750044,175.870701151308,181.11577657999,182.894993497317,166.506630645453
ENSP00000363349,31.5619678808721,61.8881735166147,39.8998875548623,55.2014304856771,53.5679566809488,77.8918468260279,74.779726405307,82.1655835647413
ENSP00000454323,106.162982872024,136.896639818752,117.10876087531,123.912071807511,103.102181684115,73.2390152678359,198.887043421344,125.842197231539
ENSP00000472306,0.521685419518547,0,0.259090178927678,2.32917428209608,0,0,0,0
ENSP00000352264,125.204500684451,88.8714171698588,103.117891213216,92.9340538556336,0,17.2327094747849,0,16.7343347382365
ENSP00000443130,3.65179793662983,1.48531616439875,4.14544286284284,7.68627513091706,139.083068249933,164.2277212947,101.80854317831,151.613072728423
ENSP00000462664,13.5638209074822,17.3286885846521,39.381707197007,38.8972105110045,72.9298687343037,79.0981364892628,113.521030446611,73.4637295008583
ENSP00000485218,140.594220560248,138.629508677217,132.654171610971,122.747484666463,147.150531605498,143.548469924958,171.858226648341,158.976180013247
ENSP00000422957,104.597926613469,105.705000366378,126.436007316707,103.415338125066,0,0,0,0
ENSP00000430021,90.2515775767086,75.2560189962035,88.0906608354104,79.6577604476859,85.1924130347619,89.4377621741338,116.223912123911,74.1331028903878
ENSP00000449409,11.2162365196488,6.43637004572793,15.286320556733,9.31669712838432,158.6063295704,139.757273840506,182.219273077992,152.617132812717
ENSP00000452401,0,0,0,0,0,0,0,16.7343347382365
ENSP00000376678,134.073152816267,162.394567307597,93.5315545928916,148.834236625939,155.217994961062,173.87803860058,183.795954056417,146.258085612187
ENSP00000499460,90.7732629962272,71.7902812792731,77.9861438572309,63.3535404730134,16.1349267111291,27.400008064908,0,0
ENSP00000468543,84.2521952522453,82.9301525122638,89.6452019089764,86.179448437555,16.1349267111291,0,0,16.7343347382365
