Gene	Terms
PDE4DIP	GO:0005516,GO:0000226,GO:0005794,GO:0005815
HYOU1	GO:0005524,GO:0140662,GO:0006457
ANK3	GO:0007165
SMC6	GO:0005524,GO:0005634,GO:0005694
CACNB2	GO:0005886
NCAM1	GO:0016020
SERPINB11	GO:0004867,GO:0005615
ABRAXAS1	GO:0006281,GO:0006325,GO:0005634
CYFIP1	GO:0031267,GO:0030833
RGL4	GO:0005085,GO:0007264
TRAPPC3	GO:0048193,GO:0005783,GO:0005794,GO:0005829,GO:0030008
ASXL1	GO:0006355
CUL4A	GO:0031625,GO:0006511
ACACA	GO:0003989
BAZ1A	GO:0006338,GO:0005634
PPIP5K2	GO:0000829
RBM15	GO:0003723,GO:0010558,GO:0005654
TAF10	GO:0006352,GO:0005634
RSBN1	GO:0046872,GO:0051213,GO:0005634
ZFPM1	GO:0061629,GO:0006357
A0A087WWQ2	GO:0019843,GO:0070037,GO:0070475
HSF1	GO:0003677,GO:0003700,GO:0006355
LCE1E	GO:0031424
SSX3	GO:0006355
HSD11B1L	GO:0016491,GO:0005576,GO:0005654,GO:0043231
TADA2A	GO:0008270,GO:0070461
FMR1	GO:0003729,GO:0006417
SULF1	GO:0005783,GO:0005795,GO:0009986
SLC25A30	GO:0005743
SLC38A3	GO:0016020
IFNA13	GO:0005125,GO:0005126,GO:0007165,GO:0051607,GO:0005615
AATF	GO:0005634
PIGW	GO:0016747,GO:0006506,GO:0016020
SDHB	GO:0008177,GO:0008177,GO:0009055,GO:0046872,GO:0051537,GO:0051538,GO:0051539,GO:0006099,GO:0005743
NRN1	GO:0007399,GO:0016020
ADGRD2	GO:0004930,GO:0007186,GO:0016020
GDAP1L1	GO:0016020
TMEM237	GO:0016020
FMR1	GO:0003729,GO:0006417
TPM3	GO:0003779,GO:0005856
SRP19	GO:0008312,GO:0006614,GO:0005786
RXFP1	GO:0004930,GO:0007186,GO:0005886
CARS2	GO:0004812,GO:0005524,GO:0006418
A0A087WWV3	GO:0000731,GO:0006260
TYW1B	GO:0046872,GO:0051539,GO:0102521,GO:0008033,GO:0016020
STX4	GO:0016192,GO:0016020
CHD1L	GO:0003678,GO:0005524,GO:0140658,GO:0006281,GO:0006338,GO:0032508,GO:0005634
MFSD4A	GO:0016020
CABIN1	GO:0006325,GO:0005654,GO:0005829,GO:0016235
BCL10	GO:0006915,GO:0042981
POLR2E	GO:0003677,GO:0003899,GO:0006351,GO:0005654,GO:0000428
KLF16	GO:0003677,GO:0046872,GO:0005634
MAP2K5	GO:0004672,GO:0005524
PDE4DIP	GO:0005516,GO:0000226,GO:0005794,GO:0005815
FLNA	GO:0051015,GO:0030036,GO:0043232
PALM	GO:0008360,GO:0005654,GO:0005886,GO:0016323,GO:0016327,GO:0016328,GO:0030424,GO:0030425,GO:0031527,GO:0045202
CYFIP1	GO:0031267,GO:0030833
RIN3	GO:0005085,GO:0005096,GO:0007165,GO:0016192
CYFIP2	GO:0031267,GO:0030833,GO:0005737,GO:0045202
PCIF1	GO:0016422,GO:0099122
C12orf76	GO:0016020
GALC	GO:0004336,GO:0006683
KIZ	GO:0007051,GO:0005737,GO:0005813,GO:0042995
MLH1	GO:0005524,GO:0016887,GO:0030983,GO:0140664,GO:0006298,GO:0005654,GO:0032300
PEG10	GO:0003676,GO:0008270,GO:0005654,GO:0005829
SAMD11	GO:0003677,GO:0046872,GO:0005634
TARDBP	GO:0003723,GO:0006397,GO:0008380,GO:0005634
RPGRIP1L	GO:0005654,GO:0005829,GO:0005886,GO:0005929
KCTD17	GO:0051260
CLTCL1	GO:0005198,GO:0032051,GO:0006886,GO:0016192,GO:0030130,GO:0030132,GO:0071439
ALG13	GO:0004577,GO:0006488
APOBEC3D	GO:0008270,GO:0016787
COX16	GO:0005743
ADRM1	GO:0005654,GO:0005829,GO:0005886,GO:0000502
MYPN	GO:0005654,GO:0005829,GO:0043231
CD83	GO:0016020
TARDBP	GO:0003723,GO:0005634
PCDH15	GO:0016020
ESF1	GO:0006364
AKAP13	GO:0046872
LAMA2	GO:0005102,GO:0007155,GO:0030155,GO:0030334,GO:0045995,GO:0005576,GO:0005604,GO:0016020
PDE4DIP	GO:0005794,GO:0005815
ABCA7	GO:0140359,GO:0055085,GO:0016020
ZNF714	GO:0006355
BCL2L13	GO:0006915,GO:0042981,GO:0016020
CDH4	GO:0005509,GO:0007156,GO:0005886
SRRM3	GO:0005634
GRIPAP1	GO:0005654,GO:0005829,GO:0043231
ZNF630	GO:0046872,GO:0006355
KIZ	GO:0016020
SCAMP1	GO:0015031,GO:0016020
ST3GAL6	GO:0008373,GO:0006486,GO:0000139
SEM1	GO:0006406,GO:0043248,GO:0005634,GO:0008541
LTBP4	GO:0005509
NDUFA10	GO:0006120,GO:0005739,GO:0005759,GO:0005747
ZCCHC2	GO:0035091
CYLC1	GO:0005200,GO:0007010
DCP1A	GO:0008047,GO:0000290,GO:0005737,GO:0043229
SLC9A7	GO:0015385,GO:0035725,GO:0051453,GO:1902600,GO:0005886,GO:0043231,GO:0055038
MAGI1	GO:0005654,GO:0005730,GO:0030054
CSNK1G2	GO:0004672,GO:0005524,GO:0005737
NEURL3	GO:0046872
PAMR1	GO:0004252,GO:0005509,GO:0006508,GO:0005576
MAP3K14	GO:0001650,GO:0005654,GO:0005829,GO:0043231
ZNF33B	GO:0006355,GO:0005634
ZCCHC17	GO:0003676,GO:0008270,GO:0005730
BHLHE23	GO:0046983,GO:1990837,GO:0045944,GO:0046548,GO:0046666,GO:0046671,GO:0048050
CPEB1	GO:0003730,GO:0045182,GO:0006417,GO:0005654,GO:0005829
ZSCAN26	GO:0005634
CLTCL1	GO:0006886,GO:0016192,GO:0012505
JAG1	GO:0005509
FMR1	GO:0003729,GO:0006397,GO:0006417,GO:0007399,GO:0008380,GO:0051028,GO:0000775,GO:0005730,GO:0010494,GO:0030426,GO:0032433,GO:0042734,GO:0043197,GO:0043204,GO:0048471,GO:1990904
TMCO3	GO:0015386,GO:0071805,GO:1902600,GO:0016020
LTBP4	GO:0005509
GH2	GO:0005179,GO:0046872,GO:0007165,GO:0005576
MBTPS1	GO:0004252,GO:0006508,GO:0016020
ABRAXAS1	GO:0005634
PEG10	GO:0003676,GO:0008270,GO:0005654,GO:0005829
INTS7	GO:0016180,GO:0032039
GPR155	GO:0035556,GO:0055085,GO:0016020
ABCA2	GO:0005524,GO:0016887,GO:0140359,GO:0006869,GO:0055085,GO:0016020,GO:0043231
FAM83D	GO:0005829,GO:0015630,GO:0045171,GO:0072686
OBP2A	GO:0036094,GO:0005576
VPS11	GO:0046872,GO:0006886,GO:0006914,GO:0016192,GO:0005765,GO:0005769,GO:0005776,GO:0005884,GO:0030136,GO:0031902,GO:0048786,GO:0030123,GO:0030897,GO:0033263
CNTNAP3B	GO:0007155
RPL17	GO:0003735,GO:0006412,GO:0015934
BCAM	GO:0016020
AZU1	GO:0004252,GO:0006508,GO:0043231
NFIX	GO:0003677,GO:0003700,GO:0006260,GO:0045893,GO:0005634
ITGB6	GO:0046872,GO:0007155,GO:0007229,GO:0005654,GO:0005813,GO:0005925,GO:0030054,GO:0008305
TARDBP	GO:0003723,GO:0005634
PCDH15	GO:0007155,GO:0007605,GO:0048839,GO:0032420
PSMB3	GO:0051603,GO:0005634,GO:0005839
BFAR	GO:0046872,GO:0016020
NDUFA5	GO:0022904,GO:0005743
CPNE3	GO:0005544,GO:0005654,GO:0005730,GO:0005739,GO:0005829
RNASEH2B	GO:0005654,GO:0032299
HNF1B	GO:0003677,GO:0001889,GO:0006357,GO:0030073,GO:0031016,GO:0045893,GO:0005634
AP2B1	GO:0016192
ZNF33B	GO:0046872,GO:0006355,GO:0005634
RMND1	GO:0005739
MITF	GO:0003677,GO:0005634
ZCCHC17	GO:0003676
ZNF761	GO:0006355
DDX24	GO:0003723,GO:0004386,GO:0005524,GO:0016787
B3GAT2	GO:0015018,GO:0015018,GO:0046872,GO:0006486,GO:0000139
PCDH17	GO:0005509,GO:0007156,GO:0016020
TARDBP	GO:0003723,GO:0005634
HNF4A	GO:0000978,GO:0003707,GO:0008270,GO:0006355,GO:0043401,GO:0005654
PAX1	GO:0000978,GO:0001228,GO:0001756,GO:0008283,GO:0043367,GO:0043374,GO:0045944,GO:0048538,GO:0060017,GO:0060349,GO:0061056,GO:0005634
USP31	GO:0004843
SALL3	GO:0046872,GO:0005634
SLC50A1	GO:0051119,GO:0034219,GO:0000139
SDHB	GO:0008177,GO:0009055,GO:0046872,GO:0051537,GO:0051538,GO:0051539,GO:0006099,GO:0005743
TMC4	GO:0016020
TP53	GO:0000976,GO:0003700,GO:0046872,GO:0006915,GO:0045893,GO:0048511,GO:0005759,GO:0005783,GO:0005813,GO:0016605
ANTXRL	GO:0038023,GO:0016020
SLC22A31	GO:0022857,GO:0055085,GO:0016020
OR10C1	GO:0004930,GO:0004984,GO:0007186,GO:0050911,GO:0005886
SREK1	GO:0003723
PSMB3	GO:0051603,GO:0005634,GO:0005839
NDUFC2-KCTD14	GO:0006120,GO:0005739,GO:0005743
OPTN	GO:0046872,GO:0005776,GO:0005794,GO:0048471,GO:0055037
FMR1	GO:0003729,GO:0006397,GO:0006417,GO:0007399,GO:0008380,GO:0051028,GO:0000775,GO:0005730,GO:0010494,GO:0030426,GO:0032433,GO:0042734,GO:0043197,GO:0043204,GO:0048471,GO:1990904
YTHDF3	GO:0003723,GO:1990247,GO:0043488
RBBP6	GO:0003676,GO:0008270,GO:0005634
ITGBL1	GO:0007155
AKAP13	GO:0005085,GO:0046872,GO:0005737
COL4A2	GO:0005581
MYO19	GO:0003774,GO:0003779,GO:0005524,GO:0016459
ZNHIT3	GO:0046872,GO:0005634,GO:0005737
VTA1	GO:0015031,GO:0032511,GO:0005654,GO:0005829,GO:0010008,GO:0043231
AKT1	GO:0004674,GO:0005524
NEK3	GO:0004674,GO:0005524
PUS3	GO:0003723,GO:0160147,GO:0160147,GO:0001522,GO:0008033
CWC25	GO:0006397,GO:0008380,GO:0005681
NBPF26	GO:0005509
HMCN2	GO:0007155,GO:0016020
TMEM134	GO:0016020
PCSK6	GO:0004252,GO:0006508
AP2M1	GO:0008289,GO:0006886,GO:0006897,GO:0005886,GO:0005905,GO:0030131
FAM156A	GO:0035064
CSNK2A1	GO:0004674,GO:0005524
ARL17B	GO:0003924,GO:0005525
RPL17	GO:0003735,GO:0006412,GO:0015934
UBE2D3	GO:0005524,GO:0019787,GO:0000209
ANK3	GO:0005886
AK6	GO:0004017,GO:0005524,GO:0016887,GO:0006364,GO:0046940
SLC6A6	GO:0005369,GO:0006836,GO:0015734,GO:0005886
OPLAH	GO:0016787
FAAH	GO:0016787
STOML2	GO:0005739,GO:0016020
FADS6	GO:0016491,GO:0006633
GOLGA2	GO:0005794,GO:0005801
INTS7	GO:0016180,GO:0032039
NDUFB5	GO:0005743
AP2B1	GO:0030276,GO:0006886,GO:0016192,GO:0030117
TMEM106C	GO:0016020
GTF2H3	GO:0046872,GO:0006289,GO:0006355,GO:0005654,GO:0000439,GO:0005675
TAP2	GO:0005524,GO:0015440,GO:0016887,GO:0042287,GO:0002250,GO:0015833,GO:0019885,GO:0055085,GO:0042825
PLLP	GO:0016020
TARDBP	GO:0003723,GO:0005634
ZCCHC17	GO:0003676
LAMA2	GO:0005102,GO:0007155,GO:0030155,GO:0030334,GO:0045995,GO:0005576,GO:0005604,GO:0016020
BCAT1	GO:0004084,GO:0008652,GO:0009082
ZNF302	GO:0046872,GO:0006355,GO:0005634
PRH1	GO:0005576
WASHC2A	GO:0005730,GO:0005829,GO:0005886,GO:0031901,GO:0043231
PDLIM3	GO:0046872,GO:0005829
SAP25	GO:0006355,GO:0005634,GO:0005737
MAPK8IP3	GO:0005078,GO:0008432,GO:0019894,GO:0031434,GO:0031435,GO:0001701,GO:0007254,GO:0007411,GO:0007585,GO:0009791,GO:0010468,GO:0016192,GO:0030900,GO:0046328,GO:0048286,GO:0060425,GO:0099641,GO:2001224,GO:0000139,GO:0005790,GO:0030425,GO:0030673,GO:1904115
LYNX1	GO:0005886,GO:0098552
ZNF407	GO:0046872,GO:0005634
PCDHGA3	GO:0005509,GO:0016020
TULP4	GO:0016567
INTS11	GO:0005654,GO:0005829
EVL	GO:0001725
KCNN3	GO:0005516,GO:0016286,GO:0071805,GO:0016020
POLD1	GO:0000166,GO:0003677,GO:0003887,GO:0004527,GO:0046872,GO:0051539,GO:0000731,GO:0006261,GO:0005654,GO:0005829,GO:0016235,GO:0043625
PDCD2	GO:0046872
GRIA3	GO:0022824,GO:0007215,GO:0034220,GO:0031090,GO:0045211
BICD1	GO:0008093,GO:0070840
ZNF107	GO:0046872,GO:0006355,GO:0005634
CTBP2	GO:0016616,GO:0051287
IMPG1	GO:0005540,GO:0008201,GO:0007601,GO:0001750,GO:0001917,GO:0005576,GO:0033165
SEZ6L2	GO:0008344,GO:0021680,GO:0060074,GO:0090036,GO:0005783,GO:0016020,GO:0043025
MED6	GO:0003712,GO:0006357,GO:0005654,GO:0016592
CASP2	GO:0002020,GO:0070513,GO:0042981
KYNU	GO:0030170,GO:0030429,GO:0006569,GO:0009435,GO:0005737
KIAA0586	GO:0007224
SLC6A6	GO:0005369,GO:0006836,GO:0015734,GO:0005886
GGA3	GO:0031267,GO:0035091,GO:0043130,GO:0006886,GO:0005802
AP3D1	GO:0006886,GO:0016192,GO:0030123
EPHB6	GO:0004672,GO:0005524
DTNBP1	GO:0005634,GO:0005783,GO:0015630,GO:0030496,GO:0030672,GO:0033162
SPTBN2	GO:0003779,GO:0005200,GO:0005543,GO:0007010,GO:0051693,GO:0005829,GO:0005886,GO:0043231,GO:0008091
CPNE3	GO:0005544,GO:0005654,GO:0005730,GO:0005739,GO:0005829
KYNU	GO:0030170,GO:0030429,GO:0006569,GO:0009435,GO:0005737
SRP19	GO:0008312,GO:0006614,GO:0005829,GO:0016604,GO:0005786
ZNF2	GO:0046872,GO:0006355
CDH23	GO:0005509,GO:0007156,GO:0005886
UGP2	GO:0003983,GO:0003983,GO:0005978,GO:0006011
ZMYND8	GO:0046872,GO:0006355,GO:0005654,GO:0005730
TRAPPC3	GO:0048193,GO:0005794,GO:0005829,GO:0030008
PSMA8	GO:0051603,GO:0005634,GO:0019773
SURF1	GO:0005743
PRH1	GO:0005576
PTGES3	GO:0050220,GO:0051087,GO:0051879,GO:0001516,GO:0005737
RAB4A	GO:0003924,GO:0005525,GO:0015031,GO:0016020
MYO19	GO:0003774,GO:0003779,GO:0005524,GO:0016459
DDB2	GO:0003684,GO:0006281,GO:0005634,GO:0080008
SEM1	GO:0006406,GO:0043248,GO:0005634,GO:0008541
SAMD11	GO:0005634
TVP23A	GO:0016020
ZCCHC17	GO:0003676,GO:0008270
SLIT2	GO:0005509,GO:0007399,GO:0030154,GO:0005576
TSPAN6	GO:0016020
SYNJ2BP-COX16	GO:0005743
SAMD11	GO:0005634
KMT2E	GO:0046872
CEACAM5	GO:0005886
FRMPD4	GO:0005856
COL5A2	GO:0005201,GO:0005788,GO:0005581
TARDBP	GO:0003723,GO:0006397,GO:0008380,GO:0005634
PPP1CC	GO:0017018,GO:0005977,GO:0051301,GO:0000776,GO:0005730,GO:0005739,GO:0005815,GO:0016607,GO:0030496,GO:0032154
CNDP2	GO:0004180,GO:0005654,GO:0005829
CGA	GO:0005179,GO:0007165,GO:0005576
ADGRD1	GO:0004930,GO:0007166,GO:0007186,GO:0016020
SEMA4F	GO:0030215,GO:0007399,GO:0030154,GO:0016020
MFSD4A	GO:0016020
SETDB2	GO:0003677,GO:0008270,GO:0016279,GO:0140938,GO:0006338,GO:0006338,GO:0051301,GO:0005654,GO:0005694,GO:0005829
CNTNAP3B	GO:0007155
STK3	GO:0004674,GO:0005524,GO:0006915,GO:0007165,GO:0051262
GATA4	GO:0000976,GO:0000981,GO:0008270,GO:0007507,GO:0009653,GO:0009888,GO:0030154,GO:0045944,GO:0016604
DHX57	GO:0046872
RAVER1	GO:0003723
IFFO1	GO:0005882
BARD1	GO:0046872,GO:0005654
TMCO3	GO:0015386,GO:0071805,GO:1902600,GO:0016020
PLEKHA2	GO:0005737
UPF3A	GO:0003676,GO:0000184
RAD51C	GO:0003677,GO:0005524,GO:0140664,GO:0006281,GO:0005634
ZNF658	GO:0006355,GO:0005634
PDCD6	GO:0005509,GO:0048306,GO:0005654,GO:0005829
MAP7	GO:0000226,GO:0005829,GO:0015630
MTRF1	GO:0006415
SPPL2B	GO:0042500,GO:0005654,GO:0005813,GO:0005886,GO:0015629
MDM4	GO:0046872,GO:0043066,GO:0051726,GO:0005654
ZNF316	GO:0006355
A0A087WZ62	GO:0052918,GO:0052918,GO:0052926,GO:0052926,GO:0070042,GO:0006486,GO:0070475,GO:0005789
ANK3	GO:0007165,GO:0005886
RUSC1	GO:0005829
NPL	GO:0016833,GO:0005737
DDX1	GO:0003677,GO:0004527,GO:0005524,GO:0006397,GO:0008033,GO:0005654,GO:0005739,GO:0005829
ARHGAP23	GO:0007165
FXYD6-FXYD2	GO:0099106,GO:0006811,GO:0043269,GO:0016020
ROBO1	GO:0008046,GO:0016199,GO:0035385,GO:0005886
RXRG	GO:0003707,GO:0008270,GO:0043565,GO:0006355,GO:0043401,GO:0005654
CYFIP1	GO:0031267,GO:0030833
LRCOL1	GO:0008047,GO:0007586,GO:0016042,GO:0005576
DIPK1A	GO:0005789
TMEM120A	GO:0005637,GO:0005886
A0A087WZB1	GO:0004128,GO:0006695,GO:0005741,GO:0005789
PARVB	GO:0003779,GO:0007155,GO:0030036,GO:0005829,GO:0015629
UROS	GO:0004852,GO:0033014
MRM1	GO:0003723,GO:0008173,GO:0031167,GO:0005739
HNF1B	GO:0003677,GO:0003700,GO:0001889,GO:0006357,GO:0030073,GO:0031016,GO:0045893,GO:0005654,GO:0043231
SYCP1	GO:0007130,GO:0000795
TARDBP	GO:0003723,GO:0005634
FAM156A	GO:0035064
RMC1	GO:0010506,GO:0035658
SEMA3B	GO:0030215
KIR3DX1	GO:0007166
GNAT2	GO:0003924,GO:0005525,GO:0031683,GO:0007186,GO:0016020
FAM156B	GO:0035064
HMGN3	GO:0031492,GO:0005654,GO:0000785
PYCR2	GO:0055129,GO:0005737
LPP	GO:0046872,GO:0005829,GO:0005925
TMEM120A	GO:0005637,GO:0005886
ARHGEF18	GO:0005085,GO:0007264,GO:0005829
LIPI	GO:0016298,GO:0046872,GO:0052689,GO:0006629,GO:0005576,GO:0005886
PEG10	GO:0003676,GO:0008270,GO:0005654,GO:0005829
OR8H2	GO:0004930,GO:0004984,GO:0007186,GO:0050911,GO:0016020
COL8A1	GO:0005581
SCNN1B	GO:0005272,GO:0035725,GO:0050909,GO:0016020
APOBEC3H	GO:0008270,GO:0016787,GO:0005654,GO:0005829
ADAMTSL5	GO:0030198,GO:0005576
ASRGL1	GO:0016787
SLC26A7	GO:0055085,GO:0016020
CYP4F8	GO:0004497,GO:0005506,GO:0016705,GO:0020037
RNASEH2B	GO:0005654,GO:0032299
ZNF254	GO:0046872,GO:0006355
HTR2A	GO:0004993,GO:0098664,GO:0005901,GO:0030424,GO:0030425,GO:0031410,GO:0098793
ZNF892	GO:0006355
DIPK1A	GO:0005789
MAL2	GO:0016020
ALK	GO:0004714,GO:0005524,GO:0007169,GO:0016020
CTNNA1	GO:0051015,GO:0007155,GO:0005737
CYFIP2	GO:0031267,GO:0030833
KCNMA1	GO:0016020
TARDBP	GO:0003723,GO:0005634
RNASET2	GO:0003723,GO:0033897
FKBP1A	GO:0003755,GO:0003755
TMEM254	GO:0016020
IDH3B	GO:0000287,GO:0016616,GO:0051287,GO:0006099,GO:0005739
DHRS11	GO:0016491
PCDH15	GO:0016020,GO:0005509,GO:0007156,GO:0007605,GO:0048839,GO:0005886,GO:0032420
ZFPM1	GO:0061629,GO:0006357
FAM72B	GO:0005829,GO:0043231
LIME1	GO:0050852,GO:0050853
GADD45A	GO:0006974,GO:0051726,GO:0016607
ZNF343	GO:0003677,GO:0008270,GO:0006355,GO:0005634
CD22	GO:0016020
AP2B1	GO:0030276,GO:0006886,GO:0016192,GO:0030117
NAPB	GO:0006886,GO:0016192,GO:0016020
MYO19	GO:0003774,GO:0003779,GO:0005524,GO:0005739,GO:0005829,GO:0016459
PCSK6	GO:0004252,GO:0006508
IFI27	GO:0006915,GO:0016020
LYNX1	GO:0005886,GO:0098552
TADA2A	GO:0008270
MMP25	GO:0004222,GO:0008270,GO:0006508,GO:0031012
BOLA2-SMG1P6	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
GAS8	GO:0008017,GO:0031267,GO:0048870,GO:0005829,GO:0005874,GO:0005886,GO:0031514
PSKH1	GO:0004674,GO:0005524,GO:0005829,GO:0016607
PTPRQ	GO:0004725,GO:0002244,GO:0050885,GO:0050910,GO:0060116,GO:0016324,GO:0120044
ANK2	GO:0007165,GO:0005886
PPIP5K2	GO:0000827,GO:0000829,GO:0000832,GO:0005524,GO:0033857,GO:0033857,GO:0052723,GO:0052724,GO:0005829
TUBGCP3	GO:0043015,GO:0007020,GO:0000922,GO:0005815,GO:0005874
A0A087WZV9	GO:0000049,GO:0051499,GO:0051499,GO:0106074,GO:0005737,GO:0016020
CLPS	GO:0008047,GO:0035473,GO:0007586,GO:0016042,GO:0005576
SNX9	GO:0005829,GO:0005886
BCL9L	GO:0003713,GO:0008013,GO:0045893,GO:0060070,GO:0001650,GO:0005654
NDUFB6	GO:0006120,GO:0005654,GO:0005739,GO:0005747
ABCA7	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
AP1M1	GO:0006886,GO:0016192,GO:0030131
CYP4A22	GO:0004497,GO:0005506,GO:0016705,GO:0020037,GO:0016020
CLN5	GO:0005764,GO:0016020
A0A087WZY1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
COL4A6	GO:0005201,GO:0005604,GO:0016020,GO:0005581
ALG9	GO:0052918,GO:0052918,GO:0052926,GO:0052926,GO:0006486,GO:0005789
FAM156A	GO:0035064
RABEP1	GO:0005096,GO:0008083,GO:0006897,GO:0007165
MUC1	GO:0005634,GO:0005737,GO:0016324
GLS2	GO:0004359,GO:0006541
TUBGCP5	GO:0043015,GO:0007020,GO:0000922,GO:0005737,GO:0005813,GO:0005874
ABO	GO:0016758,GO:0046872,GO:0005975,GO:0016020
KIF3A	GO:0003777,GO:0005524,GO:0008017,GO:0007018,GO:0005737,GO:0005874,GO:0005929,GO:0005871
SLC2A11	GO:0005355,GO:1904659,GO:0005886
UROS	GO:0004852,GO:0004852,GO:0006780,GO:0006782
KIZ	GO:0007051,GO:0005737,GO:0005813,GO:0042995
PTEN	GO:0004725,GO:0052866,GO:0006629,GO:0005654,GO:0005829,GO:0042995
PLEKHA2	GO:0005737
TMEM134	GO:0016020
GRID2	GO:0015276,GO:0038023,GO:0007215,GO:0034220,GO:0045211
HYOU1	GO:0005524,GO:0140662,GO:0006457
DDX27	GO:0003676,GO:0003724,GO:0005524,GO:0016787
MUC1	GO:0005634,GO:0005737,GO:0016324
MAN1B1	GO:0016020
ZNF229	GO:0006355
RECQL4	GO:0003676,GO:0004386,GO:0005524,GO:0016787,GO:0016853,GO:0006260,GO:0006281,GO:0006310
TMEM191B	GO:0016020
SPIN2A	GO:0035064,GO:0007276,GO:0005654,GO:0005829
UGT2B7	GO:0008194
JADE2	GO:0046872,GO:0005654,GO:0000123
CCL14	GO:0008009,GO:0006955,GO:0007165,GO:0060326,GO:0005615
FDPS	GO:0016765,GO:0008299,GO:0016020
A0A087X0B3	GO:0004497,GO:0005506,GO:0016705,GO:0020037
SNAP47	GO:0060291,GO:0098967,GO:0099003,GO:0014069,GO:0030425,GO:0030672,GO:0043025,GO:0048786,GO:0098686,GO:0098978
PTPRQ	GO:0004725,GO:0016020
FANCL	GO:0004842,GO:0036297,GO:0043240
ABO	GO:0016758,GO:0046872,GO:0005975,GO:0016020
CTSH	GO:0008234,GO:0006508,GO:0005764,GO:0005829,GO:0036464,GO:0043231
ZFAND2B	GO:0008270
SRCAP	GO:0005524,GO:0140658,GO:0006338,GO:0005634
ATM	GO:0004674,GO:0006974
TASOR	GO:0045814,GO:0005654
INTS7	GO:0016180,GO:0032039
SPG7	GO:0005524,GO:0016887
CNOT3	GO:0006355,GO:0005634,GO:0005737,GO:0030015
IKBKG	GO:0046872,GO:0070530,GO:0006974,GO:0005634,GO:0005829
CCNQ	GO:0016538,GO:0006357,GO:0000307
ZNF658	GO:0006355,GO:0005634
GHR	GO:0004896,GO:0006897,GO:0019221,GO:0005829,GO:0005886,GO:0036464
RBM26	GO:0003723,GO:0046872
PDE4DIP	GO:0005516,GO:0000226,GO:0005794,GO:0005815
ADA2	GO:0004000,GO:0006154,GO:0005615
MARK1	GO:0004674,GO:0004674,GO:0005524,GO:0106310,GO:0030425
UBXN8	GO:0003676,GO:0004523,GO:0000731,GO:0006261,GO:0016020
ASPH	GO:0062101
ZNF189	GO:0006355
CSMD2	GO:0016020
GPR179	GO:0004930,GO:0007186,GO:0007601,GO:0009416,GO:0072659,GO:0044292,GO:0045211
TJP1	GO:0008013,GO:0019904,GO:0044325,GO:0071253,GO:0001825,GO:0007605,GO:0009410,GO:0032496,GO:0043116,GO:0045471,GO:0051497,GO:0071000,GO:0071333,GO:0150105,GO:1903672,GO:0005634,GO:0005829,GO:0005886,GO:0005912,GO:0005921,GO:0005923,GO:0014704,GO:0016324,GO:0016327,GO:0030054,GO:0046581,GO:0032991
MUC1	GO:0005886
USP50	GO:0004843
ZNF850	GO:0046872,GO:0006355,GO:0005634
CHL1	GO:0007155,GO:0016020
TRAK1	GO:0005739
LEPROT	GO:0000139
NOL4L	GO:0005654,GO:0005829
ARHGEF4	GO:0005085,GO:0035556
YTHDF3	GO:0003723,GO:1990247,GO:0043488
CLPS	GO:0008047,GO:0007586,GO:0016042,GO:0005576
KDM6A	GO:0000978,GO:0031490,GO:0042802,GO:0046872,GO:0071558,GO:0001701,GO:0001843,GO:0003007,GO:0003016,GO:0006338,GO:0010628,GO:0032525,GO:0035264,GO:0036211,GO:0045793,GO:0045944,GO:0048333,GO:0048570,GO:0071305,GO:0071456,GO:0071560,GO:1903298,GO:1904385,GO:1990859,GO:0035097
DHRS11	GO:0016491
SNX12	GO:0035091,GO:0016020
SENP3-EIF4A1	GO:0008234,GO:0006508,GO:0005730
SLC3A1	GO:0005975,GO:0016020
MFSD4A	GO:0016020
TMEM179	GO:0016020
KLF4	GO:0003677
CNTNAP3B	GO:0016020
NTAN1	GO:0008418
KIZ	GO:0007051,GO:0005737,GO:0005813,GO:0042995
CADM1	GO:0016020
MED4	GO:0003712,GO:0006357,GO:0016592
SLC1A3	GO:0015179,GO:0015293,GO:1902475,GO:0005886
KIAA0319	GO:0016020,GO:0043231
ZBTB8OS	GO:0046872,GO:0008033
OAS2	GO:0001730,GO:0045087,GO:0051607,GO:0005737
GLMP	GO:0005765
ACACA	GO:0003989,GO:0005524
RELA	GO:0000978,GO:0003700,GO:0006355,GO:0005829
OTUD6B	GO:0004843
DDB2	GO:0003684,GO:0006281,GO:0005654,GO:0030054,GO:0080008
UTY	GO:0016491,GO:0032452,GO:0046872,GO:0006338,GO:0005634
AGAP4	GO:0005096,GO:0046872
CPSF1	GO:0003676,GO:0005634
CHEK2	GO:0004672,GO:0005524
ALOX5	GO:0005506,GO:0016702
